Lemma	Glosses
גְּבוּרָה	might;mighty;mighty_acts;mighty_deeds;mighty_power;mighty_strength;power;strength;victory;warriors
גְּדִי	kid;young;young_goat;young_goat_of;young_goats;young_one_of
גְּדִיָּה	young_goats
גְּדִלִים	tassels;wreaths
גְּדֵרִי	Gederite
גְּדֵרָה	Gederah;pens;wall;walls
גְּדֵרָתִי	Gederathite
גְּדֵרֹתָיִם	Gederothaim
גְּדֵרוֹת	Gederoth
גְּדַד	cut_down
גְּדַלְיָה	Gedaliah
גְּדַלְיָהוּ	Gedaliah
גְּדָֽבְרַיָּא	treasurers
גְּדוֹר	Gedor
גְּדוּד	band;band_of_men;band_of_raiders;bandits;bands;divisions;gashes;marauding_band;raid;raiders;raiding_bands;raids;robbers;troop;troops;units
גְּדוּדָה	ridges
גְּדוּלָּה	distinction;great;greatness;honor
גְּדוּפָה	taunt
גְּוִיָּה	bodies;body;carcass;corpses;dead;dead_bodies
גְּזֵלָה	plunder;robbery;things_~_hadstolen;what_~_hastaken_by_robbery
גְּזֵרָה	barren;decree
גְּזַר	cut_out;diviners
גְּלִילוֹת	Geliloth
גְּלָא	deported;reveal;revealed;revealer;reveals
גְּלָל	great;huge
גְּלוֹם	clothes
גְּמַלִּי	Gemalli
גְּמַר	peace
גְּמַרְיָהוּ	Gemariah
גְּמוּל	benefit;benefits;deeds;deserved;recompense;requital;retribution;what_is_deserved;what_~_deserve;what_~_deserves;what_~_havedone;work
גְּמוּלָה	deeds;recompense;reward
גְּנֵבָה	stolen;theft
גְּנַז	treasury
גְּנָזִים	carpets;treasury
גְּנֻבַת	Genubath
גְּעָרָה	rebuke;threat
גְּרִזִים	Gerizim
גְּרַם	bones
גְּרָר	Gerar
גְּשֵׁם	bodies;body
גְּשׁוּר	Geshur
גְּשׁוּרִי	Geshurites
גִּבְלִי	Gebalites
גִּבְעַת	Gibeah
גִּבְעָא	Gibea
גִּבְעָה	Geba;gibeah;Gibeah;hill;hills
גִּבְעָתִי	Gibeathite
גִּבְעֹל	bud
גִּבְעֹנִי	Gibeonite;Gibeonites
גִּבְעוֹן	Gibeon
גִּבְּתוֹן	Gibbethon
גִּבֵּחַ	baldness_of_the_forehead
גִּבֵּן	hunchback
גִּבָּר	Gibbar;soldiers
גִּבּוֹר	champion;chief;heroes;man;men;mighty;mighty_warrior;mighty_warriors;prominent;soldiers;strong;warrior;warrior's;warriors
גִּדְעֹם	Gidom
גִּדְעֹנִי	Gideoni
גִּדְעוֹן	Gideon
גִּדֵּל	Giddel
גִּדַּלְתִּי	Giddalti
גִּדּוּפִים	reviling;revilings
גִּזְבָּר	treasurer;treasurers
גִּזְרִי	Girzites
גִּזְרָה	appearance;courtyard;temple_yard;vacant_area;yard
גִּזָּה	fleece
גִּזוֹנִי	Gizonite
גִּיד	sinew;sinews
גִּיחַ	burst_out;charged;Giah;groan;rushes;stirring_up;thrash_about;took
גִּיחוֹן	Gihon
גִּיל	age;delight;exceedingly;exult;glad;gladness;he_has_joy;joy;rejoice;rejoiced;rejoices;surpassing;to_have_joy
גִּילָה	joy
גִּילֹנִי	Gilonite
גִּינַת	Ginath
גִּיר	plaster
גִּלְבֹּעַ	Gilboa
גִּלְגָּל	Gilgal;wheel
גִּלְעָד	Gilead;Gilead's;Gileadites
גִּלְעָדִי	Gilead;Gileadite;Gileadites
גִּלֲלַי	Gilalai
גִּלֹה	Giloh
גִּלָּיוֹן	mirrors;tablet
גִּלּוּל	idolatry;idols
גִּמְזוֹ	Gimzo
גִּנְּתוֹן	Ginnethoi;Ginnethon
גִּנָּה	garden;orchard
גִּר	chalk
גִּרְגָּשִׁי	Girgashite;Girgashites
גִּשְׁפָּא	Gishpa
גִּתִּי	Gath;Gittite;Gittites
גִּתִּית	gittith
גִּתָּיִם	Gittaim
גֵּא	proud
גֵּאֶה	proud
גֵּאָה	pride
גֵּאוּת	arrogance;column;glorious_things;majesty;proud;raging
גֵּב	beams;cisterns;ditches;locusts
גֵּבִים	Gebim
גֵּה	this
גֵּהָה	medicine
גֵּו	back;backs;society
גֵּוָה	back;pride
גֵּז	fleece;mowings;mown_grass
גֵּזֶל	robbery_of;violation
גֵּיחֲזִי	Gehazi
גֵּישָׁן	Geshan
גֵּל	dung
גֵּר	alien;alien's;aliens;resident_alien;resident_aliens;stranger;strangers
גֵּרְשֹׁם	Gershom;Gershon
גֵּרְשֻׁנִּי	Gershonite;Gershonites
גֵּרְשׁוֹן	Gershom;Gershon
גֵּרָא	Gera
גֵּרָה	cud;gerahs
גֵּרוּת	geruth
גֶּבֶא	cistern;marshes
גֶּבֶר	boy;each;Geber;heads_of_families;husband;man;man's;men;person;strong_man
גֶּבַע	Geba;Gibeah
גֶּדֶר	Geder;wall
גֶּזֶר	asunder;Gezer;pieces
גֶּזַע	stem;stump
גֶּלֶד	skin
גֶּפֶן	vine;vine_of;vines
גֶּרֶם	bare;bone;bones;limbs;strong
גֶּרֶשׁ	yield
גֶּרֶשׂ	crushed;crushed_grain
גֶּשֶׁם	Geshem;heavy_rain;rain;rains;rainy;shower;showers
גֶּתֶר	Gether
גַּאֲוָה	arrogance;arrogant;back;insolence;majesty;pride;proud;proudly;surging;triumph
גַּאֲיוֹן	proud
גַּב	back;backs;brows_of;defenses;height;mound;mounds;rims;studded
גַּבְהוּת	haughtiness;haughty
גַּבְלֻת	braided
גַּבְנֹן	many-peaked;peaks
גַּבְרִיאֵל	Gabriel
גַּבַּחַת	bald_forehead;front
גַּבַּי	Gabbai
גַּבַּי סַלָּי	Sallai
גַּד	coriander;Fortune
גַּדִּי	Gaddi
גַּדִּיאֵל	Gaddiel
גַּו	back;backs;inside_of;midst;within
גַּזָּם	Gazzam
גַּחֶלֶת	burning_coals;coal;coals;ember;hot_coals;hot_embers
גַּחַם	Gaham
גַּחַר	Gahar
גַּיְא	valley;valleys
גַּל	billows;heap;heap_of_ruins;heaps;pile;pile_of_rocks;rubble;spring;stone_heaps;waves
גַּלְגַּל	tumbleweed;wagons;wheel;wheels;wheelwork;whirling_dust;whirlwind
גַּלְמוּד	barren;hard
גַּלְעֵד	Galeed
גַּלִּים	Gallim
גַּלָּב	barber's
גַּם	again;alike;also;and;another;as;as_soon_as;at_all;besides;both;both_~_and;but;by_all_means;certainly;either;even;even_if;even_then;even_though;for;furthermore;in_addition;in_fact;in_spite_of;in_turn;indeed;instead;just_as;likewise;moreover;neither;nor;not_only;not_only_~_but_~_also;now;or;rather;really;same;so;still;then;therefore;though;together;together_with;too;very;what;what's;when;whether;with;yes;yet
גַּמְלִיאֵל	Gamaliel
גַּמָּדִים	Gammadites
גַּן	garden;gardens
גַּנְזַךְ	treasuries
גַּנָּב	kidnapper;thief;thieves
גַּנָּה	garden;gardens
גַּעְתָּם	Gatam
גַּעַל	Gaal
גַּעַשׁ	Gaash
גַּף	single;wings
גַּרְגְּרוֹת	neck
גַּרְגַּר	olives
גַּרְזֶן	ax;axe;chisel
גַּרְמִי	Garmite
גַּת	Gath;wine_press;winepress;winepresses
גָּאַל	avenger;claim;defile;defiled;excluded_~_asunclean;kindred;next_of_kin;redeem;redeemed;redeemer;redeemers;redeems;stained;to_redeem
גָּאָה	grow;he_is_exalted;lifted_up;risen;to_be_exalted
גָּאוֹן	arrogance;majestic;majesty;pomp;pride;proud;thickets
גָּבִיעַ	cup;cups;pitchers
גָּבִישׁ	crystal
גָּבַהּ	become_proud;builds_~_high;courageous;exalt;exalted;grew_proud;haughty;high;higher;lofty;make_~_high;mounts_up;on_high;proud;raised_~_toa_~_greatheight;soar;taller;towered;upward
גָּבַל	borders;forms_~_boundary;set_limits;set_limits_around;set_up
גָּבַר	behaving_arrogantly;bid_defiance;exert_more;gained_an_advantage;great;grow_mighty;prevail;prevailed;prevails;strengthen;strong;stronger;swelled
גָּבֹהַּ	great;haughty;height;heights;high;higher;higher_officials;lofty;long;longer;official;proud;proudly;taller
גָּג	housetops;roof;roofs;top
גָּד	Gad;good_fortune
גָּדִי	Gad;Gadi;Gadite;Gadites
גָּדִישׁ	shocks;stack_of_sheaves;stacked_grain;tomb
גָּדֵל	he_became_powerful;ones_great_of;prospered;stature
גָּדֵר	fence;wall;walls
גָּדַד	band_together;cut;gash;gashed;trooped;walled_around
גָּדַל	acted_arrogantly;advanced;astonishing;became_great;became_strong;became_tall;became_~_wealthy;become_great;become_rich;boast;boasted;bring_up;bringing_~_up;brought_up;brought_~_up;display_~_greatness;educated;exalt;exalted;exceedingly;excellent;far;full_grown;gives_great;great;great_things_~_done;greater;grew;grew_up;grew_~_great;grew_~_high;grow;grow_long;grown;grown_up;grows_up;he_made_great;honored;increased;lifted;made_boasts;made_great;made_~_great;magnified;magnify;make_great;make_so_much;make_~_great;more;nourished;precious;promoted;reared;rich;rises_up;triumphed
גָּדַע	broke;chopped_down;cut_down;cut_off;cut_through;cuts_through;hew_down
גָּדַף	blasphemed;blasphemes;reviler
גָּדַר	blocked;build;build_up;masons;repair;repairer;walled_up;walled_~_in
גָּדָה	banks
גָּדוֹל	bitterly;broad;even_more;exceedingly;extremely;far;great;greater;greatest;greatly;greatness;hard;heavy;high;highest;large;larger;leaders;loud;loudly;main;major;many;mighty;much;nobles;old;older;oldest;powerful;regarded;rich;severe;solemn;strong;stronger;to_become_powerful;vast;very;wealthy;wide
גָּהַר	bent;bent_down
גָּהָה	heal
גָּוַע	breathed_~_last;breathes_~_last;close_to_death;die;died;expire;perish;perished;perishing
גָּזִית	blocks_of_stone;cut;cut_stones;dressed;dressed_stone;dressed_stones;hewn_stone
גָּזֵז	Gazez
גָּזֵל	robbery
גָּזַז	cut_off;shaved;shear;shearers;shearing;sheepshearers
גָּזַל	caught;commit;commits;committed;rob;robbed;robs;seize;seized;snatch;snatch_away;snatched;steal;stole;stolen;take_~_byforce;tear;took_by_robbery
גָּזַר	cut_down;cut_off;decide_on;decreed;divide;divided;excluded;gorged
גָּזָה	took
גָּזָם	cutter;cutting_locust;locust
גָּחוֹן	belly
גָּלִיל	folding;Galilee;rings;rods
גָּלַח	cut;cut_the_hair;shave;shave_off;shaved;shaved_off
גָּלַל	commit;have_an_opportunity;lay_wallowing;roll;roll_down;roll_on;roll_up;roll_~_down;rolled;rolled_away;rolls;take_away;trusts
גָּלַם	rolled_~_up
גָּלַע	breaks_out;quick_to_quarrel;showing_contempt
גָּלַשׁ	moving_down
גָּלָה	banished;betray;captivity;carried_away;carried_away_into_exile;carried_captive;carried_into_exile;carried_on_~_soopenly;committed;confiding;departed;deport;deported;disclose;driven_out;exile;exiled;exiles;expose;exposed;expressing;go_into_exile;go_~_intoexile;gone;gone_into_exile;he_revealed;he_tells;he_will_go_into_exile;laid_bare;lay_uncovered;learned;lift_up;lifted_up;open;opened;opens;proclamation;published;remove;removed;reveal;revealed;revealing;reveals;send_~_intoexile;sent_into_exile;sent_~_intoexile;show;showed;strip_off;stripped;taken_into_exile;tell;telling;they_told;to_go_into_exile;to_reveal_myself;took_into_exile;took_~_intoexile;uncover;uncovered;uncovering;uncovers;violated;went_into_exile
גָּלָל	account;because_of;dung;Galal;on_account_of
גָּלוּ	exile
גָּלוּת	community;community_of_exiles;exile;exiles
גָּמַל	benefits;brought;deal_bountifully;dealt_bountifully;did;does;done;paying_~_back;produced;recompense;repaid;repay;rewarded;rewarding;ripening;weaned
גָּמַר	at_an_end;come_to_an_end;fulfill;fulfills;no_longer
גָּמָא	drink;swallows
גָּמָל	camel;camel's;camels
גָּמוּל	Gamul
גָּנַב	came_stealing;carries_away;carries_~_off;deceive;deceived;I_was_forced;kidnapping;kidnaps;steal;steal_in;stealing;steals;stole;stole_into;stole_~_away;stolen;stolen_~_away;to_be_forced;to_be_stolen;tricked
גָּנַן	defend;protect;shield
גָּעַל	abhor;abhorred;abhors;defiled;fail;loathed
גָּעַר	rebuke;rebuked;rebukes
גָּעַשׁ	quaked;shaken;shook;stagger;surge;toss
גָּעָה	low;lowing
גָּרֵב	Gareb
גָּרַד	scrape
גָּרַז	cut_off
גָּרַם	break;gnaw;leave
גָּרַס	broken;consumed
גָּרַע	cut_off;draws_up;hinder;kept;limit;omit;reduce;reduced;take_away;taken;taken_away;withdraw
גָּרַף	swept_~_away
גָּרַר	chew;drags_~_out;sawed;sweep_~_away;whirling
גָּרַשׁ	banished;cast_~_out;divorced;drive;drive_out;drive_~_out;driven_out;driven_~_away;driven_~_out;driving_out;drove_out;drove_~_away;drove_~_out;he_will_drive_out;to_drive_out;toss_up;tossed_about;tossing
גָּרָב	itch;itching_disease;scurvy
גָּרָה	engage;engage_in_battle;engage_~_inbattle;mobilize;opposed;provoke;stirs_up;struggle;wage_war
גָּרוֹן	mouths;neck;necks;throat;throats
גָּשַׁם	bring_rain
גָּשַׁשׁ	grope;grope_along
גֹּאֶל	defiled
גֹּב	den;Gob
גֹּבַהּ	dignity;haughty;height;high;higher;loftiness;pride;raised_platform;tall
גֹּבַי	locust;locusts
גֹּדֶל	arrogance;arrogant;great;greatness
גֹּלֶם	formless
גֹּמֶא	papyrus;rushes
גֹּמֶד	cubit
גֹּמֶר	Gomer
גֹּעַל	abhorred
גֹּעָה	Goah
גֹּפֶר	cypress
גֹּרֶן	threshing_floor;threshing_floors
גֹּשֶׁם	rained_upon
גֹּשֶׁן	Goshen
גֻּדְגֹּדָה	Gudgodah
גֻּלְגֹּלֶת	each;head;heads_of;individuals;skull;total
גֻּלָּה	bowl;bowls;springs
גׇּלְיַת	Goliath
גׇּפְרִית	brimstone;sulfur
גּוֹב	locust_swarm_of
גּוֹג	Gog
גּוֹזָל	young;young_pigeon
גּוֹזָן	Gozan
גּוֹי	Goiim;herds;nation;nations;people;peoples
גּוֹיִם	Goiim
גּוֹלָה	captive;captives;exile;exiles
גּוֹלָן	Golan
גּוֹר	cubs
גּוֹרָל	allotment;allotted;allotted_inheritance;land_allotted;lot;lots;territory_allotted
גּוּב	plowmen
גּוּד	attack;attacked;invading
גּוּז	brought;gone
גּוּמָּץ	pit
גּוּנִי	Guni;Gunites
גּוּף	shut
גּוּפָה	bodies;body
גּוּר	afraid;alien;aliens;attack;attacks;cub;cubs;dreaded;dwell;dwell_with;feared;gash;guests;Gur;he_attacks;human_habitation;intimidated;linger;live;lived;lived_as_an_alien;lives;reside;resident_aliens;resides;residing;settle;sojourn;sojourned;sojourns;stand_in_awe;stay;stayed;staying;stir_up;stir_up_strife;strangers;terrified;to_attack;tremble;young
גּוּשׁ	encrusted
דָבַר	announce;argued;asked;break_out;commanded;decided;declare;declared;decree;decreed;destroyed;foretold;gave;go_on;he_speaks;instructed;made;makes_~_boasts;named;ordered;passed;plea;plotting;praying;preached;proclaim;promise;promised;pronounce;pronounced;propose;recited;reciting;repeated;replied;reported;said;say;saying;says;speak;speak_on;speak_out;speak_up;speaking;speaks;spoke;spoken;state;statements;subdues;talk;talked;talking;talking_together;tell;telling;tells;threaten;threatened;to_say;to_speak;told;use;utter;utters;warned;word;words
דְּאָבָה	dismay
דְּאָבוֹן	languishing
דְּאָגָה	anxiety;fear;troubled
דְּבִיר	Debir;inner_sanctuary;sanctuary
דְּבֵלָה	cakes_of_figs;fig_cake;fig_cakes;lump
דְּבֵק	united
דְּבַח	offered;sacrifices
דְּבַשׁ	honey
דְּבוֹרָה	bee;bees;Deborah
דְּדָן	Dedan
דְּדָנִי	Dedanites
דְּהַב	gold
דְּוַי	loathsome;sick
דְּחִי	stumbling
דְּחַל	feared;frightened;frightening;terrifying;tremble
דְּיוֹ	ink
דְּכַר	rams
דְּלִי	bucket;buckets
דְּלִילָה	Delilah
דְּלַק	burning
דְּלָיָהוּ	Delaiah
דְּמֶשֶׁק	cushion
דְּמָה	like;looked_like
דְּמָמָה	silence;whisper
דְּמוּת	figure;figures;form;like;likeness;likeness_of;looked;model;resembling
דְּנָה	another;it;one;that;these;this
דְּעוּאֵל	Deuel
דְּקַק	broke_~_inpieces;broken_in_pieces;crush;crushed;crushes
דְּרַע	arms
דְּרוֹר	freedom;liberty;liquid;release;swallow
דְּתָבָר	judges
דֳּכִי	pounding_waves
דֳּמִי	keep_silent;prime;rest
דֳּפִי	slander
דִּבְיוֹנִים	dove's_dung
דִּבְלַיִם	Diblaim
דִּבְלָה	Diblah
דִּבְרִי	Dibri
דִּבְרָה	account_of;cause;order;reason_of;regard;word_of
דִּבֵּר	word
דִּבָּה	bad_report;ill_repute;report;slander;whispering
דִּי	as;because;for;from;he;in;of;so_that;that;that_of;what;when;where;which;who;who_of;whoever;whom;whomever;whose
דִּיבֹן	Dibon
דִּיג	catch
דִּימוֹן	Dibon;Dimon
דִּימוֹנָה	Dimonah
דִּין	abide;administer;arguing;case;cause;court;defend;dispute;judge;judged;judges;judgment;just;justice;legal_claim;legal_right;plead;quarreling;rights;rule;vindicate;vindicated
דִּינָה	Dinah;Dinah's
דִּיפַת	Diphath
דִּישָׁן	Dishan;Dishon
דִּישֹׁן	Dishan;Dishon;ibex
דִּכְרוֹן	record
דִּכֵּן	that;this
דִּלְעָן	Dilean
דִּמְיֹן	likeness_of
דִּמְנָה	Dimnah
דִּמְעָה	tears;weeping
דִּנְהָבָה	Dinhabah
דִּקְלָה	Diklah
דֵּהָיֵא	that_is
דֵּךְ	this
דֵּעַ	knowledge;opinion;what_~_know
דֵּעָה	knowledge
דֵּרָאוֹן	abhorrence;contempt
דֶּבֶק	scale_armor;soldering
דֶּבֶר	pestilence;plague;plagues
דֶּגֶל	banner;standard;standards
דֶּלֶף	dripping
דֶּלֶת	columns;door;doors;gates;gateway;leaves;leaves_of_a_door;lid
דֶּמַע	vats
דֶּרֶךְ	conduct;course;crossroads;did;direction;direction_of;distance;favors;highway;journey;life;line;long;manner;midcourse;mission;on;passage;passageway;path;place;road;roads;roadside;roundabout;route;siege_ramp;street;to;toward;track;undertakings;way;ways;work;works
דֶּשֶׁא	grass;green;herb;new_grass;new_growth;threshing;vegetation
דֶּשֶׁן	abundance;ash;ashes;fatness;oil;rich_food;richest;richness
דֶּתֶא	grass;tender_grass
דַּבֶּרֶת	words
דַּבֶּשֶׁת	Dabbesheth;humps
דַּד	bosom;bosoms;breasts
דַּהֲרָה	galloping
דַּוָּג	fishermen
דַּוָּי	faint;sick
דַּחֲוָה	entertainment
דַּי	able;amount_of;as_often_as;as_often_of;deserving_of;dues_of;enough;fullness_of;measure;mere;needs_of;no_end;often_as;often_of;sake_of;sufficiency_of;sufficient;swarm;times_of;what_~_wanted;whenever
דַּיִשׁ	threshing
דַּיָּג	fishermen
דַּיָּה	birds_of_prey;falcon
דַּיָּן	judge;judges
דַּךְ	crushes;oppressed
דַּכָּא	contrite;crushed;dust
דַּכָּה	crushing
דַּל	haggard;lowly;needy;poor;weak;weaker_and_weaker;weakest
דַּלְפוֹן	Dalphon
דַּלֶּקֶת	inflammation
דַּלָּה	flowing_locks;loom;poor;poorest
דַּמֶּשֶׂק	Damascus
דַּנָּה	Dannah
דַּעַת	information;intent;intention;know;knowledge;premeditation;what_~_know
דַּק	dwarf;fine;finely_ground;gentle;ones_gaunt_of;thin
דַּר	mother-of-pearl
דַּרְדַּע	Darda
דַּרְדַּר	thistle;thistles
דַּרְכְּמוֹן	darics
דַּרְקוֹן	Darkon
דָּֽבְרַת	Daberath
דָּֽרְבֹנָה	goads
דָּֽרְיָוֶשׁ	Darius
דָּא	another;one;that;this
דָּאֵב	faint;grows_dim;languish
דָּאַג	afraid;anxious;dread;dreaded;sorry;worrying
דָּאָה	came_swiftly;red_kite;swoop_down
דָּבֵק	held_fast;joined;sticks_closer
דָּבַב	gliding_over
דָּבַק	caught_up;cling;cling_together;clings;clung;drawn;drew_close;follow_close;followed_~_steadfastly;held_fast;hold_fast;holding_fast;join;joined;overtake;overtook;pursued;pursued_~_closely;retain;stay;stay_close;stayed_close;stick;stick_together;sticking;sticks;stuck
דָּבָר	account;account_of;acts;advice;affair;affairs;annals;annals_of;answer;anything;asked;assignment;behavior;business;case;cases;cause;charge;claims;command;commanded;commandment;commandments;concerned;concerning;concerns;conditions;conferred;conversation;dealings;decision;decree;deed;deeds;desires;disease;dispute;duty;eloquent;event;event_of;events;favor;flaw;fulfillment;instructions;manner;matter;matter_of;matters;message;message_of;news;number;order;parts;plan;plot;portion;portions;practices;problem;procedure;promise;promised;promises;proposal;proposed;purpose;question;questions;reason;reason_of;record;records;regulations_concerning;reply;report;reports;request;required;requirement;requires;said;say;saying;sentence;situation;some;something;speak;speech;story;suggestion;talk;task;terms;that_was_written;theme;thing;things;thought;thoughts;trouble;verdict;way;what;what_~_hadsaid;what_~_said;what_~_say;word;words;words_of;works
דָּג	fish;fishing
דָּגַל	army_with_banners;distinguished;set_up_~_banners
דָּגַר	gather;hatches_eggs
דָּגָה	fish;grow
דָּגָן	bread;grain
דָּגוֹן	Dagon
דָּדָה	leading;walk_slowly
דָּהַם	confused
דָּהַר	galloping
דָּוִד	David;David's
דָּוֶה	faint;menstrual_cloths;menstruating;woman
דָּוָה	monthly
דָּחַח	driven_away
דָּחַף	hurried;quickly;urged
דָּחַק	afflicted;jostle
דָּחָה	dispersed;driving_~_away;make_~_stumble;outcasts;overthrown;thrust_down;to_push_back;tottering;you_pushed_back
דָּיֵק	siege_wall;siege_walls;siege_works
דָּכְרָן	record;records
דָּכָא	contrite;crush;crushed;crushing;humbled
דָּכָה	contrite;crushed
דָּל	door
דָּלִיּוֹת	branches
דָּלַג	leap;leap_over;leaping
דָּלַח	trouble
דָּלַל	brought_low;brought_~_low;dwindle;fade;hang_limp;suspended;weary_with_looking
דָּלַף	leaks;pours_out_tears;weeps
דָּלַק	chased;fervent;fiery;hotly_pursue;hotly_pursued;inflamed;kindle;pursuing;set_~_onfire
דָּלָה	doors;draw_water;drawn_~_up;draws_~_out;drew_water;to_draw
דָּם	blood;blood_of;blood_shed;bloodguilt;bloodshed;bloodstains;bloodthirsty;bloody;death;guilt_of_bloodshed;guilt_of_~_blood;guilty_of_blood;guilty_of_bloodshed;homicide;life;shed_blood;vineyard
דָּמַם	ceasing;devastated;doomed;go_dumbfounded;in_silence;keep_silent;kept_silent;perish;quieted;quietly;rest;silenced;silent;stand_still;still;stood_still;wait;wait_in_silence
דָּמַע	she_will_weep;to_weep
דָּמָה	alike;cease;ceasing;compare;compared;destroy;destroyed;equal;gave_parables;he_will_be_destroyed;intended;intends;like;liken;make_~_like;perish;perished;planned;plotted;ruined;silenced;think;thought;to_be_destroyed
דָּן	Dan
דָּנִאֵל	Daniel
דָּנִי	Danites
דָּנִיֵּאל	Daniel
דָּעַךְ	extinguished;go_out;goes_out;put_out;vanish
דָּפַק	driven_hard;knocking;pounding
דָּקַק	beat;beat_in_pieces;crush;crushed;fine;made_dust;powder
דָּקַר	drove_~_through;pierce_~_through;pierced;pierced_through;ran_~_through;thrust_through;thrust_~_through;wounded
דָּר	generation
דָּרַךְ	aim;aims;archer;bend;bent;bent_~_bow;come_out;drew;guide;handle;lead;leads;led;march_on;marches;set_foot;step;trampled;tread;treader;treading;treads;treads_out;trod;trod_~_down;trodden;walk;walk_through;walks
דָּרַע	Dara
דָּרַשׁ	a_search_~_made;avenge;avenges;call_~_toaccount;care_~_for;cares;cares_for;comes_a_reckoning_for;consult;consulted;demand;enquire;follow;he_will_demand;hold_accountable;inquire;inquire_about;inquire_of;inquired;inquired_of;inquirer;inquires;investigate;let_~_ask;looking_for;make_a_~_inquiry;questioned;require;required;search;search_for;searched;searches;searches_for;searching;seek;seek_after;seek_out;seeking;seeks;sought;sought_out;sought_~_out;studied;study;to_be_unquired;to_demand;to_inquire
דָּרוֹם	south;south_wind
דָּשֵׁן	accept;anoint;covered;enriched;full_of_sap;grown_fat;prosper;prosperous;receive_~_ashes;refreshes;rich;richly_supplied;take_away_the_ashes
דָּשָׁא	green;produce
דָּת	decree;edict;edicts;flagons;law;laws;regulations;verdict
דָּתָן	Dathan
דֹּאֵג	Doeg
דֹּאר	Dor
דֹּב	bear;bears
דֹּבְרוֹת	rafts
דֹּבֶא	strength
דֹּבֶר	pasture
דֹּדָה	aunt;father's_sister
דֹּחַן	millet
דֹּמֶן	dung
דֹּק	curtain
דֹּתָן	Dothan
דֻּמָּה	silenced
דׇּפְקָה	Dophkah
דׇּרְבוֹן	goads
דּוֹד	beloved;cousin;father's_brothers;love;love's;relative;uncle;uncle's
דּוֹדַי	Dodai
דּוֹדָוָהוּ	Dodavahu
דּוֹדוֹ	Dodo
דּוֹנַג	wax
דּוֹר	age;age-old;ages;descendants;dwelling;generation;generation_of;generations;genration;time
דּוּב	pine_away
דּוּגָה	fish
דּוּד	basket;baskets;kettle;kettles;pot
דּוּדַי	baskets;mandrakes
דּוּחַ	cleansed;rinsed;spewed_~_out;washed
דּוּךְ	crushed
דּוּכִיפַת	hoopoe
דּוּמִיָּה	awaits;rest;silence;still
דּוּמָה	Dumah;silence
דּוּמָם	in_silence;lifeless;quietly
דּוּץ	dances
דּוּר	circle;dwell;inhabitants;live;lived;living;pile
דּוּרָא	Dura
דּוּשׁ	thresh;threshed;threshing;trample;trample_~_down;trampled;trampled_down;treading_out
ה	as_far_as;at;for;forward;from;in;in_that_direction;in_the_direction_of;inside;into;of;on;over;to;toward;under
הֲ	?;if;whether;whether_~_or
הֲדַד	Hadad
הֲדַדְעֶזֶר	Hadadezer
הֲדַס	myrtle;myrtle_trees
הֲדַסָּה	Hadassah
הֲדַר	Hadar;honor;honored;majesty
הֲדָרָה	glory;splendor
הֲדֹם	footstool;footstool_of
הֲדֹרָם	Hadoram
הֲדוֹרָם	Hadoram
הֲוָא	are;be;became;been;continued;do;had;happen;he_was;keep;kept;remain;they_may_be;was;were
הֲלִיכָה	march;procession;travelers;ways
הֲלַךְ	walk;walking
הֲלָךְ	toll
הֲלֹם	closer;here;there;this
הֲמֻלָּה	tumult
הֲמוֹנָהֿ	Hamonah
הֲנָחָה	holiday
הֲפֵכָה	overthrow
הֲפַכְפַּךְ	crooked
הֲפוּגָה	respite
הֲרִיסָה	ruins
הֲרִיסוּת	ruins
הֲרֵגָה	slaughter
הֲרָרִי	Hararite
הֲרוֹרִי	Harorite
הֲתָךְ	Hathach
הֲתֻלִֿים	mockers
הִגָּיוֹן	higgaion;meditation;melody;murmurs
הִדַּי	Hiddai
הִי	woe
הִין	hin
הִלֵּל	Hillel
הִלּוּל	festival;offering_of_praise
הִמּוֹ	are;them
הִנֵּה	after_all;at_that_moment;behold;discovered;even_if;find;found;here;how;if;in_fact;indeed;just;know;lo;look;look_at;note;notice;now;saw;see;suddenly;suppose;surely;there;unless;what;yes
הִתּוּךְ	melted
הֵא	behold;even;here
הֵגֵא	Hegai
הֵד	joyful_shouting
הֵידָד	shout;shout_of_joy;shout_of_victory;shouting;shouts_of_joy
הֵיךְ	how
הֵיכַל	palace;temple
הֵיכָל	nave;palace;palaces;temple;temples
הֵילֵל	morning_star
הֵימָם	Hemam
הֵימָן	Heman
הֵלֶךְ	flow;traveler
הֵם	wealth
הֵמָּה	it;such;that;their;them;themselves;these;they;this;those;which;who
הֵן	behold;even_if;even_though;here;how;if;in_fact;it;look;now;or;see;since;surely;them;there;they;though;whether;which
הֵנַע	Hena
הֵנָּה	here;it;nearby;now;on_this_side;that;that_time;them;then;there;these;they;this;this_way;those;to_here;to_the_one_side;to_the_other;to_there
הֵרָיוֹן	childbearing;conceive;conception
הֶאָח	ah;aha
הֶבֶל	Abel;breath;empty_nothings;empty_talk;fleeting;fraud;futile;futility;idols;in_vain;meaningless;vain;vanities;vanity;vapor;worthless;worthless_idols
הֶגֶה	mourning;rumbling;sigh
הֶדֶר	glory
הֶלֶם	Helem
הֶמְיָה	sound
הֶמֶס	brushwood
הֶפֶךְ	opposite
הֶרֶג	killers;killing;slaughter
הֶרֶס	Destruction
