FGRef	BibTagId	Role	Word	After	WordClass	Person	Gender	Number	Tense	Voice	Mood	Degree	WordType	Domain	Frames	Referents	Discontinuous	Morphology	Lemma	Junction	Strong	ContextualGloss	Nesting
LUK_14:29w10	42yrm	s	πάντες	 	adj		m	p						059003				A-NPM	πᾶς		3956	all	Conj-CL/o=sub-CL/sub-CL/ClCl2/S-V-O/s=All-NP
LUK_14:29w11	42ZCn	s	οἱ	 	det		m	p						092004				T-NPM	ὁ		3588	-	Conj-CL/o=sub-CL/sub-CL/ClCl2/S-V-O/s=All-NP/DetCL
LUK_14:29w12	42UvQ	v	θεωροῦντες	 	v		m	p	present	active	participle			024001	A0:n00000000000			V-PAP-NPM	θεωρέω		2334	seeing [it]	Conj-CL/o=sub-CL/sub-CL/ClCl2/S-V-O/s=All-NP/DetCL/V2CL
LUK_14:29w13	429rL	v	ἄρξωνται	 	v	3		p	aorist	middle	subjunctive			068001	A0:n42014029012 A1:n42014029015			V-AMS-3P	ἄρχω		756	may begin	Conj-CL/o=sub-CL/sub-CL/ClCl2/S-V-O
LUK_14:29w14	42ffX	o	αὐτῷ	 	pron		m	s					personal	092004		14:28w1		P-DSM	αὐτός		846	him	Conj-CL/o=sub-CL/sub-CL/ClCl2/S-V-O/o=O-V-ADV
LUK_14:29w15	42eUX	v	ἐμπαίζειν	 	v				present	active	infinitive			033044	A0:n42014029012 A1:n42014029014	14:29w12		V-PAN	ἐμπαίζω		1702	to mock	Conj-CL/o=sub-CL/sub-CL/ClCl2/S-V-O/o=O-V-ADV
LUK_14:30w1	428Fl	v	λέγοντες	 	v		m	p	present	active	participle			033006	A0:n42014029012	14:29w12		V-PAP-NPM	λέγω		3004	saying	Conj-CL/o=sub-CL/sub-CL/ClCl2/S-V-O/o=O-V-ADV/adv
LUK_14:30w2	42C8p	o	ὅτι	 	conj									090006				CONJ	ὅτι		3754	-	Conj-CL/o=sub-CL/sub-CL/ClCl2/S-V-O/o=O-V-ADV/adv/o=that-VP
LUK_14:30w3	42oPI	s	Οὗτος	 	pron		m	s					demonstrative	092007		14:28w1		D-NSM	οὗτος		3778	This	Conj-CL/o=sub-CL/sub-CL/ClCl2/S-V-O/o=O-V-ADV/adv/o=that-VP/CLaCL/S-V-O/s=Demo-NP
LUK_14:30w4	42BSw	s	ὁ	 	det		m	s						092004				T-NSM	ὁ		3588	-	Conj-CL/o=sub-CL/sub-CL/ClCl2/S-V-O/o=O-V-ADV/adv/o=that-VP/CLaCL/S-V-O/s=Demo-NP/DetNP
LUK_14:30w5	42HyS	s	ἄνθρωπος	 	n		m	s					com	009002				N-NSM	ἄνθρωπος		444	man	Conj-CL/o=sub-CL/sub-CL/ClCl2/S-V-O/o=O-V-ADV/adv/o=that-VP/CLaCL/S-V-O/s=Demo-NP/DetNP
LUK_14:30w6	42Swn	v	ἤρξατο	 	v	3		s	aorist	middle	indicative			068001	A0:n42014030005 A1:n42014030007			V-ADI-3S	ἄρχω		756	began	Conj-CL/o=sub-CL/sub-CL/ClCl2/S-V-O/o=O-V-ADV/adv/o=that-VP/CLaCL/S-V-O
LUK_14:30w7	42Q8r	v	οἰκοδομεῖν	 	v				present	active	infinitive			045	A0:n42014030005	14:30w5		V-PAN	οἰκοδομέω		3618	to build	Conj-CL/o=sub-CL/sub-CL/ClCl2/S-V-O/o=O-V-ADV/adv/o=that-VP/CLaCL/S-V-O/o=V2CL
LUK_14:30w8	42rcT	o	καὶ	 	conj													CONJ	καί		2532	and	Conj-CL/o=sub-CL/sub-CL/ClCl2/S-V-O/o=O-V-ADV/adv/o=that-VP/CLaCL
LUK_14:30w9	42WLw	adv	οὐκ	 	adv									069002				PRT-N	οὐ		3756	not	Conj-CL/o=sub-CL/sub-CL/ClCl2/S-V-O/o=O-V-ADV/adv/o=that-VP/CLaCL/ADV-V-O
LUK_14:30w10	42C9k	v	ἴσχυσεν	 	v	3		s	aorist	active	indicative			074	A0:n42014030005 A1:n42014030011	14:30w5		V-AAI-3S	ἰσχύω		2480	was able	Conj-CL/o=sub-CL/sub-CL/ClCl2/S-V-O/o=O-V-ADV/adv/o=that-VP/CLaCL/ADV-V-O
LUK_14:30w11	42y7T	v	ἐκτελέσαι	.	v				aorist	active	infinitive			068003	A0:n42014030005	14:30w5		V-AAN	ἐκτελέω		1615	to finish	Conj-CL/o=sub-CL/sub-CL/ClCl2/S-V-O/o=O-V-ADV/adv/o=that-VP/CLaCL/ADV-V-O/o=V2CL
LUK_14:31w1	42ud1		ἢ	 	conj									089024				PRT	ἤ		2228	Or	Conj-CL
LUK_14:31w2	42Xb0	s	τίς	 	pron		m	s					interrogative	092004				I-NSM	τίς		5101	what	Conj-CL/PtclCL/s=AdjpNp
LUK_14:31w3	427db	s	βασιλεὺς	 	n		m	s					com	037004				N-NSM	βασιλεύς		935	king	Conj-CL/PtclCL/s=AdjpNp
LUK_14:31w4	4220L	v	πορευόμενος	 	v		m	s	present	middle	participle			015004	A0:n00000000000			V-PNP-NSM	πορεύομαι		4198	proceeding	Conj-CL/PtclCL/adv=V-ADV
LUK_14:31w5	42di0	adv	ἑτέρῳ	 	adj		m	s						058006				A-DSM	ἕτερος		2087	with another	Conj-CL/PtclCL/adv=V-ADV/adv=ADV-V-ADV/adv=AdjpNp
LUK_14:31w6	42GEV	adv	βασιλεῖ	 	n		m	s					com	037004				N-DSM	βασιλεύς		935	king	Conj-CL/PtclCL/adv=V-ADV/adv=ADV-V-ADV/adv=AdjpNp
LUK_14:31w7	42NgQ	v	συμβαλεῖν	 	v				aorist	active	infinitive			015005	A0:n42014031003	14:31w3		V-2AAN	συμβάλλω		4820	to engage	Conj-CL/PtclCL/adv=V-ADV/adv=ADV-V-ADV
LUK_14:31w8	42zdI	adv	εἰς	 	pp									084002				PREP	εἰς		1519	in	Conj-CL/PtclCL/adv=V-ADV/adv=ADV-V-ADV/adv=PrepNp
LUK_14:31w9	42bO4	adv	πόλεμον	 	n		m	s					com	055002				N-ASM	πόλεμος		4171	war	Conj-CL/PtclCL/adv=V-ADV/adv=ADV-V-ADV/adv=PrepNp
LUK_14:31w10	42xCb		οὐχὶ	 	ptcl									069004			true	PRT-I	οὐχί		3780	not	Conj-CL/PtclCL
LUK_14:31w11	42HR6	v	καθίσας	 	v		m	s	aorist	active	participle			017002	A0:n42014031003	14:31w3		V-AAP-NSM	καθίζω		2523	having sat down	Conj-CL/PtclCL/adv=V2CL
LUK_14:31w12	42Lpo	adv	πρῶτον	 	adj		n	s						067002				ADV-S	πρῶτος		4412	first	Conj-CL/PtclCL
LUK_14:31w13	42GMs	v	βουλεύσεται	 	v	3		s	future	middle	indicative			030001	A0:n42014031003 A0:n42014031003	14:31w3		V-FDI-3S	βουλεύομαι		1011	will take counsel	Conj-CL/PtclCL
LUK_14:31w14	420Yg	o	εἰ	 	ptcl									090006				COND	εἰ		1487	whether	Conj-CL/PtclCL/o=PtclCL
LUK_14:31w15	42FSp	p	δυνατός	 	adj		m	s						074				A-NSM	δυνατός		1415	able	Conj-CL/PtclCL/o=PtclCL/P-VC-ADV
LUK_14:31w16	42Yrl	vc	ἐστιν	 	v	3		s	present	active	indicative			013001		14:31w3		V-PAI-3S	εἰμί		2076	he is	Conj-CL/PtclCL/o=PtclCL/P-VC-ADV
LUK_14:31w17	42eRI	adv	ἐν	 	pp									090002				PREP	ἐν		1722	with	Conj-CL/PtclCL/o=PtclCL/P-VC-ADV/adv=ADV-V-O/adv=PrepNp
LUK_14:31w18	42Gqn	adv	δέκα	 	num									060002				A-NUI	δέκα		1176	ten	Conj-CL/PtclCL/o=PtclCL/P-VC-ADV/adv=ADV-V-O/adv=PrepNp/NumpNP
LUK_14:31w19	42LPe	adv	χιλιάσιν	 	n		f	p					com	060007				N-DPF	χιλιάς		5505	thousand	Conj-CL/PtclCL/o=PtclCL/P-VC-ADV/adv=ADV-V-O/adv=PrepNp/NumpNP
LUK_14:31w20	42xGE	v	ὑπαντῆσαι	 	v				aorist	active	infinitive			055002	A0:n42014031003 A1:n42014031025	14:31w3		V-AAN	ὑπαντάω		5221	to meet	Conj-CL/PtclCL/o=PtclCL/P-VC-ADV/adv=ADV-V-O
LUK_14:31w21	42xkn	o	τῷ	 	det		m	s						092004				T-DSM	ὁ		3588	the [one]	Conj-CL/PtclCL/o=PtclCL/P-VC-ADV/adv=ADV-V-O/o=DetCL
LUK_14:31w22	42Mo9	adv	μετὰ	 	pp									089020				PREP	μετά		3326	with	Conj-CL/PtclCL/o=PtclCL/P-VC-ADV/adv=ADV-V-O/o=DetCL/ADV-V-ADV/adv=PrepNp
LUK_14:31w23	42EOI	adv	εἴκοσι	 	num									060002				A-NUI	εἴκοσι(ν)		1501	twenty	Conj-CL/PtclCL/o=PtclCL/P-VC-ADV/adv=ADV-V-O/o=DetCL/ADV-V-ADV/adv=PrepNp/NumpNP
LUK_14:31w24	42PYA	adv	χιλιάδων	 	n		f	p					com	060007				N-GPF	χιλιάς		5505	thousand	Conj-CL/PtclCL/o=PtclCL/P-VC-ADV/adv=ADV-V-O/o=DetCL/ADV-V-ADV/adv=PrepNp/NumpNP
LUK_14:31w25	42nhQ	v	ἐρχομένῳ	 	v		m	s	present	middle	participle			015006	A0:n42014031006	14:31w6		V-PNP-DSM	ἔρχομαι		2064	coming	Conj-CL/PtclCL/o=PtclCL/P-VC-ADV/adv=ADV-V-O/o=DetCL/ADV-V-ADV
LUK_14:31w26	42kz0	adv	ἐπ	’	pp									090008				PREP	ἐπί		1909	against	Conj-CL/PtclCL/o=PtclCL/P-VC-ADV/adv=ADV-V-O/o=DetCL/ADV-V-ADV/adv=PrepNp
LUK_14:31w27	42883	adv	αὐτόν	;	pron		m	s					personal	092004		14:31w3		P-ASM	αὐτός		846	him	Conj-CL/PtclCL/o=PtclCL/P-VC-ADV/adv=ADV-V-O/o=DetCL/ADV-V-ADV/adv=PrepNp
LUK_14:32w1	42SMf	adv	εἰ	 	conj													COND	εἰ		1487	If	Conj-CL/adv=sub-CL
LUK_14:32w2	42K5a		δὲ	 	conj												true	CONJ	δέ		1161	now	Conj-CL
LUK_14:32w3	42O8D	adv	μήγε	,	adv													PRT-N	μήγε		3361	not	Conj-CL/adv=sub-CL/ADV2CL
LUK_14:32w4	42Rq1	adv	ἔτι	 	adv									067006				ADV	ἔτι		2089	still	Conj-CL/ADV-S-P-VC
LUK_14:32w5		s	αὐτοῦ	 	pron		m	s					personal	092004		14:31w25		P-GSM	αὐτός		846	of him	Conj-CL/ADV-S-P-VC
LUK_14:32w6		p	πόρρω	 	adv									083005				ADV	πόρρω		4206	far off	Conj-CL/ADV-S-P-VC
LUK_14:32w7		vc	ὄντος	 	v		m	s	present	active	participle			085001				V-PAP-GSM	εἰμί		5607	being	Conj-CL/ADV-S-P-VC
LUK_14:32w8		o	πρεσβείαν	 	n		f	s					com	037004				N-ASF	πρεσβεία		4242	an embassy	Conj-CL/ADV-V-O/adv=O-V
LUK_14:32w9		v	ἀποστείλας	 	v		m	s	aorist	active	participle			015004	A0:n42014031003 A1:n42014032009	14:31w3		V-AAP-NSM	ἀποστέλλω		649	having sent	Conj-CL/ADV-V-O/adv=O-V
LUK_14:32w10		v	ἐρωτᾷ	 	v	3		s	present	active	indicative			033012	A0:n42014031003 A1:n42014032011	14:31w3		V-PAI-3S	ἐρωτάω		2065	he asks	Conj-CL/ADV-V-O
LUK_14:32w11		o	τὰ	 	det		n	p						092004				T-APN	ὁ		3588	-	Conj-CL/ADV-V-O/o=NpPp
LUK_14:32w12	42k1Y	o	πρὸς	 	pp									089004				PREP	πρός		4314	for	Conj-CL/ADV-V-O/o=NpPp/PrepNp
LUK_14:32w13		o	εἰρήνην	.	n		f	s					com	022007				N-ASF	εἰρήνη		1515	peace	Conj-CL/ADV-V-O/o=NpPp/PrepNp
LUK_14:33w1	42HFb	adv	οὕτως	 	adv									061				ADV	οὕτω(ς)		3779	So	Conj-CL/ADV-S-ADV-V-O
LUK_14:33w2	42MXF		οὖν	 	conj									089008			true	CONJ	οὖν		3767	therefore	Conj-CL
LUK_14:33w3	42E7g	s	πᾶς	 	adj		m	s					substantive	059003				A-NSM	πᾶς		3956	every one	Conj-CL/ADV-S-ADV-V-O/s=NP-CL/QuanPp
LUK_14:33w4	42Fot	s	ἐξ	 	pp									063004				PREP	ἐκ		1537	of	Conj-CL/ADV-S-ADV-V-O/s=NP-CL/QuanPp/PrepNp
LUK_14:33w5	42rSw	s	ὑμῶν	 	pron			p					personal	092003		14:25w4		P-2GP	σύ		5216	you	Conj-CL/ADV-S-ADV-V-O/s=NP-CL/QuanPp/PrepNp
LUK_14:33w6	427tb	s	ὃς	 	pron		m	s					relative	092006		14:33w3		R-NSM	ὅς		3739	who	Conj-CL/ADV-S-ADV-V-O/s=NP-CL/S-ADV-V-O
LUK_14:33w7	42OBK	adv	οὐκ	 	adv									069002				PRT-N	οὐ		3756	not	Conj-CL/ADV-S-ADV-V-O/s=NP-CL/S-ADV-V-O
LUK_14:33w8	42IMY	v	ἀποτάσσεται	 	v	3		s	present	middle	indicative			057007	A0:n42014033006 A1:n42014033012			V-PMI-3S	ἀποτάσσομαι		657	does give up	Conj-CL/ADV-S-ADV-V-O/s=NP-CL/S-ADV-V-O
LUK_14:33w9	42Use	o	πᾶσιν	 	adj		n	p						059003				A-DPN	πᾶς		3956	all	Conj-CL/ADV-S-ADV-V-O/s=NP-CL/S-ADV-V-O/o=All-NP
LUK_14:33w10	42R5M	o	τοῖς	 	det		n	p						092004				T-DPN	ὁ		3588	that	Conj-CL/ADV-S-ADV-V-O/s=NP-CL/S-ADV-V-O/o=All-NP/DetNP
LUK_14:33w11	428wM	o	ἑαυτοῦ	 	pron		m	s					personal	092004		14:33w3		F-3GSM	ἑαυτοῦ		1438	he himself	Conj-CL/ADV-S-ADV-V-O/s=NP-CL/S-ADV-V-O/o=All-NP/DetNP/ofNPNP
LUK_14:33w12	42Qj8	o	ὑπάρχουσιν	 	v		n	p	present	active	participle			057001				V-PAP-DPN	ὑπάρχω		5224	possesses	Conj-CL/ADV-S-ADV-V-O/s=NP-CL/S-ADV-V-O/o=All-NP/DetNP/ofNPNP
LUK_14:33w13	42nKN	adv	οὐ	 	adv									069002				PRT-N	οὐ		3756	not	Conj-CL/ADV-S-ADV-V-O
LUK_14:33w14	42DHK	v	δύναται	 	v	3		s	present	middle	indicative			074	A0:n42014033003 A1:n42014033017			V-PNI-3S	δύναμαι		1410	is able	Conj-CL/ADV-S-ADV-V-O
LUK_14:33w15	429AL	vc	εἶναί	 	v				present	active	infinitive			013001		14:33w3		V-PAN	εἰμί		1511	to be	Conj-CL/ADV-S-ADV-V-O/o=VC-P
LUK_14:33w16	425fy	p	μου	 	pron			s					personal	092001		14:3w4		P-1GS	ἐγώ		3450	My	Conj-CL/ADV-S-ADV-V-O/o=VC-P/p=ofNPNP
LUK_14:33w17	42Dmn	p	μαθητής	.	n		m	s					com	036004				N-NSM	μαθητής		3101	disciple	Conj-CL/ADV-S-ADV-V-O/o=VC-P/p=ofNPNP
LUK_14:34w1	42vef	p	Καλὸν	 	adj		n	s						065003				A-NSN	καλός		2570	Good [is]	Conj-CL/P-S
LUK_14:34w2	42G6T		οὖν	 	conj									091002			true	CONJ	οὖν		3767	therefore	Conj-CL
LUK_14:34w3	42Td2	s	τὸ	 	det		n	s						092004				T-NSN	ὁ		3588	the	Conj-CL/P-S/s=DetNP
LUK_14:34w4	42Mu1	s	ἅλας	·	n		n	s					com	005002				N-NSN	ἅλας		217	salt	Conj-CL/P-S/s=DetNP
LUK_14:34w5	42yfK	adv	ἐὰν	 	conj									089010				COND	ἐάν		1437	if	Conj-CL/adv=sub-CL
LUK_14:34w6	42gjP		δὲ	 	conj									089023			true	CONJ	δέ		1161	however	Conj-CL
LUK_14:34w7	42PNQ	s	καὶ	 	adv													CONJ	καί		2532	even	Conj-CL/adv=sub-CL/S-V/s=AdvpNp
LUK_14:34w8	421wK	s	τὸ	 	det		n	s						092004				T-NSN	ὁ		3588	the	Conj-CL/adv=sub-CL/S-V/s=AdvpNp/DetNP
LUK_14:34w9	42OHY	s	ἅλας	 	n		n	s					com	005002				N-NSN	ἅλας		217	salt	Conj-CL/adv=sub-CL/S-V/s=AdvpNp/DetNP
LUK_14:34w10	42FKl	v	μωρανθῇ	,	v	3		s	aorist	passive	subjunctive			079008	A1:n42014034009			V-APS-3S	μωραίνω		3471	becomes tasteless	Conj-CL/adv=sub-CL/S-V
LUK_14:34w11	42v2P	adv	ἐν	 	pp									089012				PREP	ἐν		1722	with	Conj-CL/adv=PrepNp
LUK_14:34w12	42Nci	adv	τίνι	 	pron		n	s					interrogative	092004				I-DSN	τίς		5101	what	Conj-CL/adv=PrepNp
LUK_14:34w13	42guu	v	ἀρτυθήσεται	;	v	3		s	future	passive	indicative			046	A1:n42014034009	14:34w9		V-FPI-3S	ἀρτύω		741	will it be seasoned	Conj-CL
LUK_14:35w1	42ySv	adv	οὔτε	 	conj									069003				CONJ-N	οὔτε		3777	Neither	ADV-P-VC/adv=aPpaPp
LUK_14:35w2	426LV	adv	εἰς	 	pp									090006				PREP	εἰς		1519	for	ADV-P-VC/adv=aPpaPp/PrepNp
LUK_14:35w3	420Pk	adv	γῆν	 	n		f	s					com	002005				N-ASF	γῆ		1093	soil	ADV-P-VC/adv=aPpaPp/PrepNp
LUK_14:35w4	4243r	adv	οὔτε	 	conj									069003				CONJ-N	οὔτε		3777	nor	ADV-P-VC/adv=aPpaPp
LUK_14:35w5	42bLY	adv	εἰς	 	pp									090006				PREP	εἰς		1519	for	ADV-P-VC/adv=aPpaPp/PrepNp
LUK_14:35w6	42HVX	adv	κοπρίαν	 	n		f	s					com	008003				N-ASF	κοπρία		2874	manure	ADV-P-VC/adv=aPpaPp/PrepNp
LUK_14:35w7	421An	p	εὔθετόν	 	adj		n	s						065004				A-NSN	εὔθετος		2111	fit	ADV-P-VC
LUK_14:35w8	42Xvi	vc	ἐστιν	·	v	3		s	present	active	indicative			013001		14:34w9		V-PAI-3S	εἰμί		2076	is it	ADV-P-VC
LUK_14:35w9	42E2p	adv	ἔξω	 	adv									084002				ADV	ἔξω		1854	out	ADV-V-O
LUK_14:35w10	422ll	v	βάλλουσιν	 	v	3		p	present	active	indicative			015026	A0:n00000000000 A1:n42014035011			V-PAI-3P	βάλλω		906	they cast	ADV-V-O
LUK_14:35w11	42yBy	o	αὐτό	.	pron		n	s					personal	092004		14:34w9		P-ASN	αὐτός		846	it	ADV-V-O
LUK_14:35w12	42S6T	s	ὁ	 	det		m	s						092004				T-NSM	ὁ		3588	The [one]	S-V/s=DetCL
LUK_14:35w13	42d1o	v	ἔχων	 	v		m	s	present	active	participle			057001	A0:n00000000000 A1:n42014035014			V-PAP-NSM	ἔχω		2192	having	S-V/s=DetCL/V-O-ADV
LUK_14:35w14	42m8x	o	ὦτα	 	n		n	p					com	008002				N-APN	οὖς		3775	ears	S-V/s=DetCL/V-O-ADV
LUK_14:35w15	42ZUj	v	ἀκούειν	 	v				present	active	infinitive			024002	A0:n42014035013	14:35w13		V-PAN	ἀκούω		191	to hear	S-V/s=DetCL/V-O-ADV/adv=V2CL
LUK_14:35w16	42Nq3	v	ἀκουέτω	.	v	3		s	present	active	imperative			031007	A0:n42014035013			V-PAM-3S	ἀκούω		191	let him hear	S-V
LUK_15:1w1	42A9Y	v	Ἦσαν	 	v	3		p	imperfect	active	indicative			085001				V-IAI-3P	εἰμί		2258	Were	Conj-CL/V-ADV-S-ADV/v=BeVerb
LUK_15:1w2	42WVq		δὲ	 	conj												true	CONJ	δέ		1161	now	Conj-CL
LUK_15:1w3	42Fs1	adv	αὐτῷ	 	pron		m	s					personal	092004		14:3w4		P-DSM	αὐτός		846	to Him	Conj-CL/V-ADV-S-ADV
LUK_15:1w4	4260u	v	ἐγγίζοντες	 	v		m	p	present	active	participle			015005	A0:n42015001007;n42015001010 AA2:n42015001003		true	V-PAP-NPM	ἐγγίζω		1448	drawing near	Conj-CL/V-ADV-S-ADV/v=BeVerb
LUK_15:1w5	42IA8	s	πάντες	 	adj		m	p						059003				A-NPM	πᾶς		3956	all	Conj-CL/V-ADV-S-ADV/s=All-NP
LUK_15:1w6	42I1e	s	οἱ	 	det		m	p						092004				T-NPM	ὁ		3588	the	Conj-CL/V-ADV-S-ADV/s=All-NP/NpaNp/DetNP
LUK_15:1w7	42mQk	s	τελῶναι	 	n		m	p					com	057014				N-NPM	τελώνης		5057	tax collectors	Conj-CL/V-ADV-S-ADV/s=All-NP/NpaNp/DetNP
LUK_15:1w8	42XL8	s	καὶ	 	conj									089017				CONJ	καί		2532	and	Conj-CL/V-ADV-S-ADV/s=All-NP/NpaNp
LUK_15:1w9	426F9	s	οἱ	 	det		m	p						092004				T-NPM	ὁ		3588	the	Conj-CL/V-ADV-S-ADV/s=All-NP/NpaNp/DetAdj
LUK_15:1w10	42uln	s	ἁμαρτωλοὶ	 	adj		m	p						088038				A-NPM	ἁμαρτωλός		268	sinners	Conj-CL/V-ADV-S-ADV/s=All-NP/NpaNp/DetAdj
LUK_15:1w11	42B2H	v	ἀκούειν	 	v				present	active	infinitive			024002	A0:n42015001007;n42015001010 A1:n42015001012	15:1w7;15:1w10		V-PAN	ἀκούω		191	to hear	Conj-CL/V-ADV-S-ADV/adv=V-O
LUK_15:1w12	42BhK	o	αὐτοῦ	.	pron		m	s					personal	092004		14:3w4		P-GSM	αὐτός		846	Him	Conj-CL/V-ADV-S-ADV/adv=V-O
LUK_15:2w1	42tcF		καὶ	 	conj									089015				CONJ	καί		2532	And	Conj-CL
LUK_15:2w2	42AtE	v	διεγόγγυζον	 	v	3		p	imperfect	active	indicative			033041	A0:n42015002005;n42015002008			V-IAI-3P	διαγογγύζω		1234	were grumbling	Conj-CL/V-S-ADV
LUK_15:2w3	42oNV	s	οἵ	 	det		m	p						092004				T-NPM	ὁ		3588	the	Conj-CL/V-S-ADV/s=aNpaNp/DetNP
LUK_15:2w4	42J6d	s	τε	 	conj									089017			true	PRT	τέ		5037	both	Conj-CL/V-S-ADV/s=aNpaNp
LUK_15:2w5	42C1W	s	Φαρισαῖοι	 	n		m	p					PN	011002				N-NPM	Φαρισαῖος		5330	Pharisees	Conj-CL/V-S-ADV/s=aNpaNp/DetNP
LUK_15:2w6	42Iu4	s	καὶ	 	conj									089017				CONJ	καί		2532	and	Conj-CL/V-S-ADV/s=aNpaNp
LUK_15:2w7	426MW	s	οἱ	 	det		m	p						092004				T-NPM	ὁ		3588	the	Conj-CL/V-S-ADV/s=aNpaNp/DetNP
LUK_15:2w8	42Sjg	s	γραμματεῖς	 	n		m	p					com	053009				N-NPM	γραμματεύς		1122	scribes	Conj-CL/V-S-ADV/s=aNpaNp/DetNP
LUK_15:2w9	42ue3	v	λέγοντες	 	v		m	p	present	active	participle			033006	A0:n42015002005;n42015002008	15:2w5;15:2w8		V-PAP-NPM	λέγω		3004	saying	Conj-CL/V-S-ADV/adv
LUK_15:2w10	42jnF	o	ὅτι	 	conj									090006				CONJ	ὅτι		3754	-	Conj-CL/V-S-ADV/adv/o=that-VP
LUK_15:2w11	422wj	s	Οὗτος	 	pron		m	s					demonstrative	092007		14:3w4		D-NSM	οὗτος		3778	This [man]	Conj-CL/V-S-ADV/adv/o=that-VP/CLaCL/S-O-V
LUK_15:2w12	42iXH	o	ἁμαρτωλοὺς	 	adj		m	p					substantive	088038				A-APM	ἁμαρτωλός		268	sinners	Conj-CL/V-S-ADV/adv/o=that-VP/CLaCL/S-O-V
LUK_15:2w13	42YVt	v	προσδέχεται	 	v	3		s	present	middle	indicative			034007	A0:n42015002011 A1:n42015002012			V-PNI-3S	προσδέχομαι		4327	receives	Conj-CL/V-S-ADV/adv/o=that-VP/CLaCL/S-O-V
LUK_15:2w14	42lyr	o	καὶ	 	conj									089017				CONJ	καί		2532	and	Conj-CL/V-S-ADV/adv/o=that-VP/CLaCL
LUK_15:2w15	42ZcX	v	συνεσθίει	 	v	3		s	present	active	indicative			023001	A0:n42014003004	14:3w4		V-PAI-3S	συνεσθίω		4906	eats with	Conj-CL/V-S-ADV/adv/o=that-VP/CLaCL/V-ADV
LUK_15:2w16	42F36	adv	αὐτοῖς	.	pron		m	p					personal	092004		15:2w12		P-DPM	αὐτός		846	them	Conj-CL/V-S-ADV/adv/o=that-VP/CLaCL/V-ADV
LUK_15:3w1	42EDK	v	εἶπεν	 	v	3		s	aorist	active	indicative			033006	A0:n42014003004 A1:n42015003006	14:3w4		V-2AAI-3S	λέγω		2036	He spoke	Conj-CL/V-ADV-O-ADV
LUK_15:3w2	42X9K		δὲ	 	conj												true	CONJ	δέ		1161	then	Conj-CL
LUK_15:3w3	428UQ	adv	πρὸς	 	pp									090013				PREP	πρός		4314	to	Conj-CL/V-ADV-O-ADV/adv=PrepNp
LUK_15:3w4	42ErD	adv	αὐτοὺς	 	pron		m	p					personal	092004		15:2w5;15:2w8		P-APM	ἑαυτοῦ		848	them	Conj-CL/V-ADV-O-ADV/adv=PrepNp
LUK_15:3w5	42aNb	o	τὴν	 	det		f	s						092004				T-ASF	ὁ		3588	the	Conj-CL/V-ADV-O-ADV/o=NP-Demo/DetNP
LUK_15:3w6	42r5N	o	παραβολὴν	 	n		f	s					com	033003				N-ASF	παραβολή		3850	parable	Conj-CL/V-ADV-O-ADV/o=NP-Demo/DetNP
LUK_15:3w7	42dPB	o	ταύτην	 	pron		f	s					demonstrative	092007				D-ASF	οὗτος		5026	this	Conj-CL/V-ADV-O-ADV/o=NP-Demo
LUK_15:3w8	42Ym7	v	λέγων	·	v		m	s	present	active	participle			033006	A0:n42014003004	14:3w4		V-PAP-NSM	λέγω		3004	saying	Conj-CL/V-ADV-O-ADV/adv
LUK_15:4w1	42ziM	aux	Τίς	 	pron		m	s					interrogative	092004				I-NSM	τίς		5101	What	Conj-CL/V-ADV-O-ADV/adv/o/Np2CL/aux=NpAdjp/NpPp/AdjpNp
LUK_15:4w2	42V3t	aux	ἄνθρωπος	 	n		m	s					com	009002				N-NSM	ἄνθρωπος		444	man	Conj-CL/V-ADV-O-ADV/adv/o/Np2CL/aux=NpAdjp/NpPp/AdjpNp
LUK_15:4w3	42DtR	aux	ἐξ	 	pp									063004				PREP	ἐκ		1537	of	Conj-CL/V-ADV-O-ADV/adv/o/Np2CL/aux=NpAdjp/NpPp/PrepNp
LUK_15:4w4	42xt0	aux	ὑμῶν	 	pron			p					personal	092003		15:2w5;15:2w8		P-2GP	σύ		5216	you	Conj-CL/V-ADV-O-ADV/adv/o/Np2CL/aux=NpAdjp/NpPp/PrepNp
LUK_15:4w5	42zdk	v	ἔχων	 	v		m	s	present	active	participle			057001	A0:n42015004002 A1:n42015004007	15:4w2		V-PAP-NSM	ἔχω		2192	having	Conj-CL/V-ADV-O-ADV/adv/o/Np2CL/aux=NpAdjp/CLaCL/V-O
LUK_15:4w6	42nPm	o	ἑκατὸν	 	num									060002				A-NUI	ἑκατόν		1540	a hundred	Conj-CL/V-ADV-O-ADV/adv/o/Np2CL/aux=NpAdjp/CLaCL/V-O/o=NumpNP
LUK_15:4w7	421Sp	o	πρόβατα	 	n		n	p					com	004001				N-APN	πρόβατον		4263	sheep	Conj-CL/V-ADV-O-ADV/adv/o/Np2CL/aux=NpAdjp/CLaCL/V-O/o=NumpNP
LUK_15:4w8	42NXJ	aux	καὶ	 	conj									089015				CONJ	καί		2532	and	Conj-CL/V-ADV-O-ADV/adv/o/Np2CL/aux=NpAdjp/CLaCL
LUK_15:4w9	42fbw	v	ἀπολέσας	 	v		m	s	aorist	active	participle			057007	A0:n42015004002 A1:n42015004012	15:4w2		V-AAP-NSM	ἀπόλλυμι		622	having lost	Conj-CL/V-ADV-O-ADV/adv/o/Np2CL/aux=NpAdjp/CLaCL/V-O
